Award ID,Awarding Agency,Recipient Name,Description,Obligated Amount,Total Outlays,Place of Performance Country Code,Place of Performance State Code,Place of Performance City Code,Base Obligation Date,CFDA Number,Award URL
2301NYRCMA,Department of Health and Human Services,NEW YORK STATE OFFICE OF TEMPORARY & DISABILITY ASSISTANCE,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,20949046.0,9963921.76,USA,NY,NY*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NYRCMA_7590
2301NVRSSS,Department of Health and Human Services,CATHOLIC CHARITIES OF SOUTHERN NEVADA,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,17560757.0,3960943.42,USA,NV,NV*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NVRSSS_7590
2301NMRSSS,Department of Health and Human Services,DEPARTMENT OF HUMAN SERVICES NEW MEXICO,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,7602263.0,605060.14,USA,NM,NM*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NMRSSS_7590
2301NMRCMA,Department of Health and Human Services,DEPARTMENT OF HUMAN SERVICES NEW MEXICO,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,3164417.0,2319483.6,USA,NM,NM*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NMRCMA_7590
2301NJRCMA,Department of Health and Human Services,"HUMAN SERVICES, NEW JERSEY DEPARTMENT OF",GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,3114519.0,2203158.0,USA,NJ,NJ*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NJRCMA_7590
2301NHRSSS,Department of Health and Human Services,NEW HAMPSHIRE DEPARTMENT OF HEALTH & HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,5937329.0,1204256.84,USA,NH,NH*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NHRSSS_7590
2301NHRCMA,Department of Health and Human Services,NEW HAMPSHIRE DEPARTMENT OF HEALTH & HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,1993440.0,1941685.87,USA,NH,NH*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NHRCMA_7590
2301NERSSS,Department of Health and Human Services,NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,26013493.0,3300250.64,USA,NE,NE*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NERSSS_7590
2301NERCMA,Department of Health and Human Services,NEBRASKA DEPARTMENT OF HEALTH & HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,18178325.0,15002944.86,USA,NE,NE*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NERCMA_7590
2301NDRCMA,Department of Health and Human Services,NORTH DAKOTA DEPARTMENT OF HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,5112304.0,4294394.0,USA,ND,ND*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NDRCMA_7590
2301NCRSSS,Department of Health and Human Services,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,38635973.0,2389966.61,USA,NC,NC*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NCRSSS_7590
2301NCRCMA,Department of Health and Human Services,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,13164638.0,13164638.0,USA,NC,NC*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301NCRCMA_7590
2301MTRSSS,Department of Health and Human Services,STATE OF MT DEPT HEALTH AND HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,2639857.0,279300.96,USA,MT,MT*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MTRSSS_7590
2301MTRCMA,Department of Health and Human Services,STATE OF MT DEPT HEALTH AND HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,1318701.0,1016296.28,USA,MT,MT*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MTRCMA_7590
2301MSRSSS,Department of Health and Human Services,MISSISSIPPI DEPARTMENT OF HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,698234.0,,USA,MS,MS*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MSRSSS_7590
2301MSRCMA,Department of Health and Human Services,MISSISSIPPI DEPARTMENT OF HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,1550391.0,812614.0,USA,MS,MS*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MSRCMA_7590
2301MNRSSS,Department of Health and Human Services,MINNESOTA DEPARTMENT OF HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,32950142.0,43533.68,USA,MN,MN*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MNRSSS_7590
2301MNRCMA,Department of Health and Human Services,MINNESOTA DEPARTMENT OF HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,12494600.0,8815743.86,USA,MN,MN*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MNRCMA_7590
2301MDRVMG,Department of Health and Human Services,HIAS INC,2023 VOLUNTARY AGENCIES MATCHING GRANT PROGRAM,6953100.0,6058790.66,USA,MD,MD*****,2022,93.567,https://www.usaspending.gov/award/ASST_NON_2301MDRVMG_7590
2301MDRSSS,Department of Health and Human Services,MARYLAND DEPARTMENT OF HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,43282240.0,2829247.0,USA,MD,MD*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MDRSSS_7590
2301MDRCMA,Department of Health and Human Services,MARYLAND DEPARTMENT OF HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,18881434.0,9223369.0,USA,MD,MD*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MDRCMA_7590
2301MARSSS,Department of Health and Human Services,THE COMMONWEALTH OF MASSACHUSETTS,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,48854172.0,13167046.79,USA,MA,MA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MARSSS_7590
2301MARCMA,Department of Health and Human Services,THE COMMONWEALTH OF MASSACHUSETTS,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,42480167.0,40652787.06,USA,MA,MA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301MARCMA_7590
2301LARSSS,Department of Health and Human Services,"CATHOLIC CHARITIES OF THE DIOCESE OF BATON ROUGE, INC",GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,4152851.0,1134902.37,USA,LA,LA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301LARSSS_7590
2301LARCMA,Department of Health and Human Services,LOUISIANA DEPARTMENT OF HEALTH,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,297335.0,39615.25,USA,LA,LA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301LARCMA_7590
2301KYRSSS,Department of Health and Human Services,CATHOLIC CHARITIES OF LOUISVILLE INC,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,53696113.0,13474280.68,USA,KY,KY*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301KYRSSS_7590
2301KYRCMA,Department of Health and Human Services,CATHOLIC CHARITIES OF LOUISVILLE INC,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,65861030.0,65861030.0,USA,KY,KY*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301KYRCMA_7590
2301INRSSS,Department of Health and Human Services,INDIANA FAMILY AND SOCIAL SERV,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,18393041.0,1254024.78,USA,IN,IN*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301INRSSS_7590
2301INRCMA,Department of Health and Human Services,INDIANA FAMILY AND SOCIAL SERV,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,4107673.0,4107195.04,USA,IN,IN*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301INRCMA_7590
2301ILRSSS,Department of Health and Human Services,ILLINOIS DEPARTMENT OF HUMAN SERVICE,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,90057871.0,2946168.0,USA,IL,IL*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301ILRSSS_7590
2301ILRCMA,Department of Health and Human Services,ILLINOIS DEPARTMENT OF HUMAN SERVICE,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,48594318.0,30549703.0,USA,IL,IL*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301ILRCMA_7590
2301IDRSSS,Department of Health and Human Services,"JANNUS, INC.",GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,16770505.0,4487202.22,USA,ID,ID*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301IDRSSS_7590
2301IDRCMA,Department of Health and Human Services,IDAHO DEPARTMENT OF HEALTH & WELFARE,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,1215333.0,1029055.0,USA,ID,ID*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301IDRCMA_7590
2301IARSSS,Department of Health and Human Services,IA DEPARTMENT OF HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,16163532.0,842332.73,USA,IA,IA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301IARSSS_7590
2301IARCMA,Department of Health and Human Services,IA DEPARTMENT OF HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,3356810.0,2857856.25,USA,IA,IA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301IARCMA_7590
2301HIRSSS,Department of Health and Human Services,HAWAII DEPARTMENT OF LABOR & IND,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,614793.0,79998.73,USA,HI,HI*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301HIRSSS_7590
2301HIRCMA,Department of Health and Human Services,HAWAII DEPARTMENT OF LABOR & IND,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,68852.0,30504.32,USA,HI,HI*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301HIRCMA_7590
2301GARSSS,Department of Health and Human Services,DEPARTMENT OF HUMAN SERVICES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,40793029.0,103028.62,USA,GA,GA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301GARSSS_7590
2301GARCMA,Department of Health and Human Services,DEPARTMENT OF HUMAN SERVICES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,14686839.0,11517641.53,USA,GA,GA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301GARCMA_7590
2301FLRSSS,Department of Health and Human Services,FLORIDA DEPARTMENT OF CHILDREN AND FAMILIES,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,439501932.0,4438.2,USA,FL,FL*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301FLRSSS_7590
2301FLRCMA,Department of Health and Human Services,FLORIDA DEPARTMENT OF CHILDREN AND FAMILIES,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,599954330.0,590485232.01,USA,FL,FL*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301FLRCMA_7590
2301DERSSS,Department of Health and Human Services,EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,1243854.0,39999.92,USA,DE,DE*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301DERSSS_7590
2301DCRVMG,Department of Health and Human Services,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,2023 VOLUNTARY AGENCIES MATCHING GRANT PROGRAM,33591250.0,27160115.33,USA,DC,DC*****,2022,93.567,https://www.usaspending.gov/award/ASST_NON_2301DCRVMG_7590
2301DCRSSS,Department of Health and Human Services,"DISTRICT OF COLUMBIA, GOVERNMENT OF",GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,2361049.0,221237.04,USA,DC,DC*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301DCRSSS_7590
2301DCRCMA,Department of Health and Human Services,"DISTRICT OF COLUMBIA, GOVERNMENT OF",GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,2210580.0,225807.15,USA,DC,DC*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301DCRCMA_7590
2301CTRSSS,Department of Health and Human Services,DEPARTMENT OF SOCIAL SERVICES CONNECTICUT,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,20557834.0,4580224.11,USA,CT,CT*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301CTRSSS_7590
2301CTRCMA,Department of Health and Human Services,DEPARTMENT OF SOCIAL SERVICES CONNECTICUT,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,4191997.0,3630837.21,USA,CT,CT*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301CTRCMA_7590
2301CORSSS,Department of Health and Human Services,DEPARTMENT OF HUMAN SERVICES COLORADO,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,46895277.0,8704188.02,USA,CO,CO*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301CORSSS_7590
2301CORCMA,Department of Health and Human Services,DEPARTMENT OF HUMAN SERVICES COLORADO,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,28473169.0,21956907.95,USA,CO,CO*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301CORCMA_7590
2301CARSSS,Department of Health and Human Services,DEPARTMENT OF SOCIAL SERVICES CALIFORNIA,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,242072245.0,12675669.32,USA,CA,CA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301CARSSS_7590
2301CARCMA,Department of Health and Human Services,DEPARTMENT OF SOCIAL SERVICES CALIFORNIA,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,100694879.0,100694879.0,USA,CA,CA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301CARCMA_7590
2301AZRSSS,Department of Health and Human Services,ARIZONA DEPARTMENT OF ECONOMIC SECURITY,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,40047584.0,6967791.52,USA,AZ,AZ*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301AZRSSS_7590
2301AZRCMA,Department of Health and Human Services,ARIZONA DEPARTMENT OF ECONOMIC SECURITY,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,33230797.0,30165725.27,USA,AZ,AZ*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301AZRCMA_7590
2301ARRCMA,Department of Health and Human Services,"HUMAN SERVICES, ARKANSAS DEPARTMENT OF",GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,532228.0,104815.56,USA,AR,AR*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301ARRCMA_7590
2301ALRCMA,Department of Health and Human Services,ALABAMA MEDICAID AGENCY,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,442147.0,418374.21,USA,AL,AL*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301ALRCMA_7590
2301AKRSSS,Department of Health and Human Services,CATHOLIC SOCIAL SERVICES INC,GY2023 REFUGEE SUPPORT SERVICES AND SET ASIDES,8626338.0,1866466.92,USA,AK,AK*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301AKRSSS_7590
2301AKRCMA,Department of Health and Human Services,CATHOLIC SOCIAL SERVICES INC,GY 2023 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,2843257.0,1528412.57,USA,AK,AK*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2301AKRCMA_7590
22ABTXRSSS,Department of Health and Human Services,"CATHOLIC CHARITIES DIOCESE OF FORT WORTH ENDOWMENT, INC.",GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,108243486.0,90747755.97,USA,TX,TX*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_22ABTXRSSS_7590
22ABIDRCMA,Department of Health and Human Services,"JANNUS, INC.",GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,2818776.01,2172122.41,USA,ID,ID*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_22ABIDRCMA_7590
22ABARRSSS,Department of Health and Human Services,CANOPY NWA,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,2215722.0,1849054.8,USA,AR,AR*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_22ABARRSSS_7590
22ABALRCMA,Department of Health and Human Services,ARCHDIOCESE OF MOBILE,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,140565.45,107512.48,USA,AL,AL*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_22ABALRCMA_7590
22AAIDRSSS,Department of Health and Human Services,IDAHO DEPARTMENT OF HEALTH & WELFARE,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,649227.0,412016.15,USA,ID,ID*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_22AAIDRSSS_7590
22A1TNRCMA,Department of Health and Human Services,CATHOLIC CHARITIES OF TENNESSEE INC,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,5715319.53,5715319.53,USA,TN,TN*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_22A1TNRCMA_7590
2251CARCMA,Department of Health and Human Services,"PUBLIC HEALTH, CALIFORNIA DEPARTMENT OF",GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,11294743.95,5548182.26,USA,CA,CA*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2251CARCMA_7590
2207TXRCMA,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,1183145.92,171484.91,USA,TX,TX*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2207TXRCMA_7590
2206VARSSS,Department of Health and Human Services,"U.S. COMMITTEE FOR REFUGEES AND IMMIGRANTS, INC.",GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,12059297.0,10486488.68,USA,VA,VA*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2206VARSSS_7590
2206TXRCMA,Department of Health and Human Services,REFUGEE SERVICES OF TEXAS INC,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,1833137.75,1833137.75,USA,TX,TX*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2206TXRCMA_7590
2205TXRCMA,Department of Health and Human Services,"YOUNG MENS CHRISTIAN ASSOCIATION OF THE GREATER HOUSTON AREA, INC",GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,547336.87,3826032.31,USA,TX,TX*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2205TXRCMA_7590
2205MIRSSS,Department of Health and Human Services,MICHIGAN DEPARTMENT OF LABOR AND ECONOMIC OPPORTUNITY,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,21648349.0,20839258.09,USA,MI,MI*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2205MIRSSS_7590
2205MIRCMA,Department of Health and Human Services,MICHIGAN DEPARTMENT OF LABOR AND ECONOMIC OPPORTUNITY,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,18790100.12,17935832.12,USA,MI,MI*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2205MIRCMA_7590
2205KSRSSS,Department of Health and Human Services,INTERNATIONAL RESCUE COMMITTEE INC,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,7990458.0,4252448.0,USA,KS,KS*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2205KSRSSS_7590
2204TXRCMA,Department of Health and Human Services,"CATHOLIC CHARITIES DIOCESE OF FORT WORTH ENDOWMENT, INC.",GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,66731309.55,60667332.56,USA,TX,TX*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2204TXRCMA_7590
2204NJRSSS,Department of Health and Human Services,INTERNATIONAL RESCUE COMMITTEE INC,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,13766317.0,12187660.1,USA,NJ,NJ*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2204NJRSSS_7590
2204NJRCMA,Department of Health and Human Services,INTERNATIONAL RESCUE COMMITTEE INC,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,10521772.0,10327624.32,USA,NJ,NJ*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2204NJRCMA_7590
2203NYRVMG,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",2022 VOLUNTARY AGENCIES MATCHING GRANT PROGRAM,37329950.0,26844928.61,USA,NY,NY*****,2021,93.567,https://www.usaspending.gov/award/ASST_NON_2203NYRVMG_7590
2203MORCMA,Department of Health and Human Services,INTERNATIONAL INSTITUTE OF METROPOLITAN ST. LOUIS,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,4983763.62,2458029.46,USA,MO,MO*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2203MORCMA_7590
2203MDRVMG,Department of Health and Human Services,WORLD RELIEF CORP OF NATIONAL ASS,2022 VOLUNTARY AGENCIES MATCHING GRANT PROGRAM,8885950.0,5965847.95,USA,MD,MD*****,2021,93.567,https://www.usaspending.gov/award/ASST_NON_2203MDRVMG_7590
2203KSRCMA,Department of Health and Human Services,INTERNATIONAL RESCUE COMMITTEE INC,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,4176264.0,3186311.0,USA,KS,KS*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2203KSRCMA_7590
2203DERCMA,Department of Health and Human Services,EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,273022.0,273022.0,USA,DE,DE*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2203DERCMA_7590
2202VARVMG,Department of Health and Human Services,"U.S. COMMITTEE FOR REFUGEES AND IMMIGRANTS, INC.",2022 VOLUNTARY AGENCIES MATCHING GRANT PROGRAM,37324750.0,30719450.89,USA,VA,VA*****,2021,93.567,https://www.usaspending.gov/award/ASST_NON_2202VARVMG_7590
2202VARCMA,Department of Health and Human Services,"U.S. COMMITTEE FOR REFUGEES AND IMMIGRANTS, INC.",GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,137786292.96,135237691.53,USA,VA,VA*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202VARCMA_7590
2202TXRSSS,Department of Health and Human Services,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,23318360.0,6766046.25,USA,DC,DC*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202TXRSSS_7590
2202TXRCMA,Department of Health and Human Services,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,7830076.0,3520773.54,USA,DC,DC*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202TXRCMA_7590
2202SDRCMA,Department of Health and Human Services,LUTHERAN SOCIAL SERVICES OF SOUTH DAKOTA,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,451512.48,340106.64,USA,SD,SD*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202SDRCMA_7590
2202NYRVMG,Department of Health and Human Services,DOMESTIC AND FOREIGN MISSIONARY SOCIETY OF THE PROTESTANT EPISCOPAL CHURCH IN THE USA,2022 VOLUNTARY AGENCIES MATCHING GRANT PROGRAM,11865800.0,7453066.0,USA,NY,NY*****,2021,93.567,https://www.usaspending.gov/award/ASST_NON_2202NYRVMG_7590
2202NVRCMA,Department of Health and Human Services,CATHOLIC CHARITIES OF SOUTHERN NEVADA,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,4739703.89,3698228.91,USA,NV,NV*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202NVRCMA_7590
2202NDRSSS,Department of Health and Human Services,NORTH DAKOTA DEPARTMENT OF HUMAN SERVICES,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,1441725.0,1314845.0,USA,ND,ND*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202NDRSSS_7590
2202MORSSS,Department of Health and Human Services,INTERNATIONAL INSTITUTE OF METROPOLITAN ST. LOUIS,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,17365233.0,14651408.95,USA,MO,MO*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202MORSSS_7590
2202MERSSS,Department of Health and Human Services,CATHOLIC CHARITIES MAINE,GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,2557964.0,2303881.11,USA,ME,ME*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202MERSSS_7590
2202MERCMA,Department of Health and Human Services,CATHOLIC CHARITIES MAINE,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,2281807.3,2177993.32,USA,ME,ME*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202MERCMA_7590
2202MDRVMG,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,2022 VOLUNTARY AGENCIES MATCHING GRANT PROGRAM,28871750.0,24529576.0,USA,MD,MD*****,2021,93.567,https://www.usaspending.gov/award/ASST_NON_2202MDRVMG_7590
2202MDRCMA,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,0.0,,USA,MD,MD*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202MDRCMA_7590
2202LARCMA,Department of Health and Human Services,"CATHOLIC CHARITIES OF THE DIOCESE OF BATON ROUGE, INC",GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,1793750.15,1713273.04,USA,LA,LA*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2202LARCMA_7590
2202GARSSS,Department of Health and Human Services,"INSPIRITUS, INC.",GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,707159.0,499902.4,USA,GA,GA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2202GARSSS_7590
2202GARCMA,Department of Health and Human Services,"INSPIRITUS, INC.",GY2022 ORR REFUGEE CASH AND MEDICAL ASSISTANCE,527137.0,297255.03,USA,GA,GA*****,2022,93.566,https://www.usaspending.gov/award/ASST_NON_2202GARCMA_7590
2201WVRSSS,Department of Health and Human Services,"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",GY 2022 REFUGEE SUPPORT SERVICES AND SET ASIDES,120107.0,120107.0,USA,WV,WV*****,2021,93.566,https://www.usaspending.gov/award/ASST_NON_2201WVRSSS_7590
